User_Type,Fabric_Length,Fabric_Width,Piece_Length,Piece_Width,Fabric_Type,GSM,Defect_Count,Marker_Efficiency,Layout_Type,Pieces_Along_Length,Pieces_Along_Width,Pieces_Possible,Waste_Percentage,Utilization_Percentage,Efficiency_Level
Tailor,6.42,38.77,1.66,15.38,Polyester,236,1,89.48,Rotated,3,2,5,16.73,83.27,Good
Tailor,5.8,42.73,1.68,16.51,Polyester,296,4,82.83,Grid,3,2,4,28.22,71.78,Moderate
Factory,110.73,37.74,0.73,12.65,Denim,246,4,81.56,Staggered,151,2,246,28.12,71.88,Moderate
Tailor,2.46,57.82,0.56,29.66,Polyester,100,4,81.52,Staggered,4,1,3,30.68,69.32,Poor
Factory,449.96,52.8,1.47,20.39,Silk,292,4,83.09,Staggered,306,2,508,25.85,74.15,Moderate
Tailor,8.24,43.45,1.4,17.35,Denim,129,9,92.6,Staggered,5,2,9,17.66,82.34,Good
Factory,269.25,63.01,0.82,25.5,Polyester,215,9,89.76,Rotated,328,2,588,17.24,82.76,Good
Factory,160.02,36.59,0.84,18.78,Silk,202,7,87.82,Staggered,190,1,166,24.96,75.04,Moderate
Factory,481.83,44.83,0.72,22.8,Cotton,175,5,71.33,Staggered,669,1,477,38.0,62.0,Poor
Factory,85.16,46.58,1.73,21.03,Cotton,222,1,78.81,Grid,49,2,77,25.18,74.82,Moderate
Tailor,9.93,41.25,1.57,15.39,Cotton,230,3,85.77,Staggered,6,2,10,19.74,80.26,Good
Factory,206.12,47.76,1.05,26.02,Cotton,212,7,80.84,Rotated,196,1,158,29.68,70.32,Moderate
Tailor,9.99,41.52,1.74,16.6,Silk,287,10,76.68,Grid,5,2,7,35.63,64.37,Poor
Factory,174.09,43.93,0.57,10.24,Polyester,149,6,84.23,Staggered,305,4,1027,23.09,76.91,Moderate
Factory,296.18,45.19,1.87,10.01,Cotton,141,0,76.64,Staggered,158,4,484,26.66,73.34,Moderate
Tailor,9.32,53.77,0.62,19.19,Denim,257,5,91.26,Staggered,15,2,27,15.96,84.04,Good
Factory,334.19,47.76,0.73,23.64,Denim,252,3,75.65,Grid,457,2,691,29.4,70.6,Moderate
Factory,274.49,62.07,1.11,29.04,Denim,165,1,90.6,Rotated,247,2,447,14.33,85.67,Good
Tailor,5.18,41.52,0.65,20.84,Denim,205,6,80.48,Staggered,7,1,5,29.87,70.13,Moderate
Factory,476.82,59.86,1.66,28.52,Cotton,211,6,90.38,Grid,287,2,518,18.83,81.17,Good
Factory,471.92,40.26,0.85,27.58,Silk,201,9,75.35,Staggered,555,1,418,37.55,62.45,Poor
Tailor,4.03,57.53,1.39,27.06,Cotton,121,1,89.9,Grid,2,2,3,18.5,81.5,Good
Tailor,9.41,64.57,1.55,13.04,Cotton,100,7,74.44,Grid,6,4,17,34.69,65.31,Poor
Factory,349.73,39.15,0.75,16.2,Cotton,109,9,72.06,Grid,466,2,671,38.0,62.0,Poor
Tailor,8.11,68.29,1.74,19.81,Denim,251,4,85.39,Rotated,4,3,10,22.1,77.9,Moderate
Tailor,1.58,57.82,0.89,22.87,Cotton,227,9,75.59,Staggered,1,2,1,38.0,62.0,Poor
Tailor,7.25,65.17,1.04,20.18,Denim,267,6,80.45,Grid,6,3,14,29.5,70.5,Moderate
Factory,144.75,52.61,1.55,10.74,Cotton,250,1,73.69,Staggered,93,4,274,31.58,68.42,Poor
Factory,396.67,60.76,1.37,24.37,Silk,204,1,93.25,Rotated,289,2,538,10.75,89.25,Good
Factory,471.85,43.55,1.21,10.68,Polyester,200,3,78.63,Grid,389,4,1223,25.72,74.28,Moderate
Factory,225.3,65.25,1.2,29.33,Denim,215,2,90.39,Rotated,187,2,338,13.08,86.92,Good
Factory,481.13,63.05,1.8,13.68,Polyester,164,6,72.33,Staggered,267,4,772,33.42,66.58,Poor
Tailor,5.62,53.83,0.92,14.05,Polyester,206,0,89.27,Rotated,6,3,16,15.58,84.42,Good
Factory,201.73,39.77,1.66,29.39,Polyester,154,2,78.31,Rotated,121,1,94,28.79,71.21,Moderate
Factory,288.89,68.03,1.99,22.25,Polyester,211,0,81.37,Rotated,145,3,353,20.17,79.83,Moderate
Factory,70.03,47.97,1.11,22.54,Cotton,221,6,93.23,Rotated,63,2,117,11.84,88.16,Good
Tailor,5.04,46.81,1.48,10.77,Polyester,271,9,76.35,Staggered,3,4,9,31.21,68.79,Poor
Tailor,9.57,52.17,1.1,18.6,Cotton,170,8,90.36,Rotated,8,2,14,21.39,78.61,Moderate
Factory,396.01,59.88,1.24,21.6,Denim,299,1,91.38,Staggered,319,2,583,15.82,84.18,Good
Tailor,1.13,51.46,0.99,14.91,Silk,105,1,73.25,Rotated,1,3,2,37.19,62.81,Poor
Factory,352.31,50.96,1.86,14.08,Polyester,192,1,89.13,Staggered,189,3,505,15.3,84.7,Good
Tailor,1.69,41.6,0.68,28.74,Polyester,116,4,94.13,Grid,2,1,1,18.17,81.83,Good
Factory,279.85,53.32,1.42,25.71,Denim,123,5,74.41,Grid,197,2,293,30.98,69.02,Poor
Tailor,9.2,58.33,1.95,25.33,Cotton,141,2,78.55,Rotated,4,2,6,27.35,72.65,Moderate
Factory,496.0,63.26,1.03,16.8,Silk,293,6,72.59,Rotated,481,3,1047,37.09,62.91,Poor
Tailor,2.71,58.95,1.66,24.95,Cotton,290,3,90.86,Staggered,1,2,1,22.52,77.48,Moderate
Factory,339.14,43.17,0.56,19.06,Cotton,246,5,70.43,Rotated,605,2,852,37.45,62.55,Poor
Factory,387.38,36.27,0.97,19.27,Polyester,124,9,83.01,Grid,399,1,331,29.29,70.71,Moderate
Factory,103.89,65.19,1.68,22.76,Polyester,179,8,90.55,Staggered,61,2,110,16.01,83.99,Good
Factory,349.17,71.94,1.54,26.31,Polyester,171,5,91.24,Grid,226,2,412,15.31,84.69,Good
Factory,188.77,46.79,0.53,29.63,Denim,147,1,91.74,Rotated,356,1,326,16.23,83.77,Good
Factory,101.02,71.09,1.65,16.37,Cotton,146,9,75.31,Grid,61,4,183,30.73,69.27,Poor
Tailor,8.3,55.76,1.37,23.81,Denim,241,10,77.44,Staggered,6,2,9,30.49,69.51,Poor
Factory,91.84,48.0,1.61,12.74,Cotton,250,0,72.67,Staggered,57,3,124,32.72,67.28,Poor
Factory,293.88,45.51,1.39,21.22,Polyester,120,5,74.21,Rotated,211,2,313,34.24,65.76,Poor
Tailor,6.68,36.61,0.83,24.16,Polyester,288,10,82.74,Staggered,8,1,6,28.26,71.74,Moderate
Factory,309.51,62.27,1.76,19.85,Polyester,115,6,75.28,Rotated,175,3,395,31.06,68.94,Poor
Factory,204.92,50.56,1.39,28.21,Denim,168,3,85.41,Grid,147,1,125,24.23,75.77,Moderate
Factory,50.65,40.13,1.39,24.94,Polyester,247,2,90.36,Rotated,36,1,32,16.75,83.25,Good
Tailor,7.4,44.31,0.87,10.93,Cotton,275,6,73.32,Grid,8,4,23,33.76,66.24,Poor
Tailor,6.87,61.82,1.74,10.28,Cotton,187,3,81.18,Grid,3,6,14,26.27,73.73,Moderate
Factory,196.3,50.8,1.49,23.61,Silk,269,3,91.44,Grid,131,2,239,15.02,84.98,Good
Tailor,5.41,70.17,1.16,15.04,Silk,218,2,71.54,Grid,4,4,11,36.75,63.25,Poor
Tailor,4.72,67.73,0.71,15.59,Silk,296,0,81.83,Rotated,6,4,19,25.38,74.62,Moderate
Factory,339.91,52.18,1.53,15.51,Silk,199,4,74.01,Grid,222,3,492,33.15,66.85,Poor
Tailor,6.81,49.84,1.98,21.03,Polyester,128,4,88.03,Rotated,3,2,5,17.4,82.6,Good
Factory,385.88,36.73,1.35,27.7,Polyester,172,4,90.24,Rotated,285,1,257,16.31,83.69,Good
Tailor,6.65,71.19,0.51,29.17,Denim,296,8,80.49,Staggered,13,2,20,28.69,71.31,Moderate
Tailor,7.59,61.95,1.14,23.92,Denim,250,3,85.72,Rotated,6,2,10,21.5,78.5,Moderate
Factory,93.24,52.99,0.79,14.9,Cotton,186,5,81.78,Grid,118,3,289,25.31,74.69,Moderate
Factory,480.88,36.59,0.61,21.3,Polyester,159,6,91.66,Grid,788,1,722,18.93,81.07,Good
Tailor,1.92,71.63,1.32,24.37,Polyester,288,3,75.46,Grid,1,2,1,37.75,62.25,Poor
Factory,104.12,46.09,1.38,19.0,Polyester,123,5,93.09,Rotated,75,2,139,13.43,86.57,Good
Tailor,1.4,60.8,1.31,23.15,Cotton,225,3,89.89,Staggered,1,2,1,19.05,80.95,Good
Tailor,9.32,46.0,1.14,16.98,Denim,292,7,83.91,Grid,8,2,13,26.45,73.55,Moderate
Tailor,7.01,42.93,1.73,14.68,Cotton,287,2,74.9,Grid,4,2,5,34.19,65.81,Poor
Tailor,6.95,44.12,0.7,12.36,Polyester,193,10,88.91,Staggered,9,3,24,22.74,77.26,Moderate
Tailor,8.5,41.73,1.07,13.43,Cotton,236,2,87.11,Staggered,7,3,18,17.87,82.13,Good
Tailor,1.66,50.94,1.15,23.99,Polyester,168,8,87.84,Rotated,1,2,1,23.81,76.19,Moderate
Factory,448.87,41.67,2.0,20.66,Polyester,214,6,74.3,Staggered,224,2,332,28.72,71.28,Moderate
Tailor,9.34,64.74,1.75,13.93,Denim,196,8,81.62,Grid,5,4,16,27.96,72.04,Moderate
Tailor,9.11,44.27,1.55,28.99,Cotton,243,7,79.87,Rotated,5,1,3,31.0,69.0,Poor
Tailor,1.48,42.47,1.81,25.98,Polyester,112,8,91.46,Rotated,0,1,0,25.12,74.88,Moderate
Tailor,4.05,55.35,0.89,16.64,Polyester,145,0,80.69,Grid,4,3,9,27.03,72.97,Moderate
Tailor,5.66,58.49,0.61,24.42,Cotton,288,5,81.52,Rotated,9,2,14,26.7,73.3,Moderate
Tailor,1.3,36.42,0.54,23.3,Cotton,285,0,72.09,Grid,2,1,1,38.0,62.0,Poor
Tailor,1.74,42.86,1.93,11.97,Denim,114,10,88.71,Rotated,0,3,0,28.23,71.77,Moderate
Factory,190.78,60.2,1.69,20.08,Denim,292,4,76.52,Grid,112,2,171,33.11,66.89,Poor
Factory,179.23,54.8,1.65,13.01,Denim,228,9,89.71,Staggered,108,4,387,15.35,84.65,Good
Factory,260.29,37.59,0.57,23.24,Polyester,196,5,85.92,Grid,456,1,391,22.42,77.58,Moderate
Tailor,4.65,56.27,0.85,12.99,Denim,230,3,94.77,Staggered,5,4,18,13.5,86.5,Good
Tailor,8.07,49.51,0.56,24.29,Silk,113,6,75.2,Staggered,14,2,21,30.72,69.28,Poor
Factory,328.14,64.31,0.53,22.49,Polyester,132,1,71.52,Grid,619,2,885,36.34,63.66,Poor
Factory,425.7,40.47,1.33,20.59,Cotton,166,10,88.33,Rotated,320,1,282,26.1,73.9,Moderate
Factory,446.2,44.96,0.79,24.36,Polyester,235,10,71.6,Staggered,564,1,403,38.0,62.0,Poor
Tailor,7.27,58.29,0.94,13.42,Denim,204,4,73.96,Grid,7,4,20,34.15,65.85,Poor
Tailor,4.31,62.11,1.29,14.28,Denim,299,4,72.05,Grid,3,4,8,38.0,62.0,Poor
Factory,120.5,70.06,1.06,15.81,Cotton,147,6,89.72,Rotated,113,4,405,16.5,83.5,Good
Tailor,3.64,70.53,1.87,10.47,Cotton,220,6,77.69,Staggered,1,6,4,36.73,63.27,Poor
Tailor,7.95,62.31,1.05,21.12,Polyester,170,5,88.14,Grid,7,2,12,21.39,78.61,Moderate
Tailor,7.06,48.24,0.93,22.78,Denim,161,3,92.91,Grid,7,2,13,14.19,85.81,Good
Tailor,8.46,45.28,0.97,24.18,Silk,286,3,90.17,Grid,8,1,7,21.82,78.18,Moderate
Factory,286.8,61.97,1.68,20.89,Polyester,161,9,72.29,Rotated,170,2,245,36.95,63.05,Poor
Factory,339.81,71.98,0.56,18.13,Cotton,285,1,93.91,Rotated,606,3,1707,12.01,87.99,Good
Factory,496.14,39.43,1.94,27.17,Cotton,102,2,75.22,Grid,255,1,191,31.01,68.99,Poor
Tailor,4.01,50.94,1.32,26.75,Cotton,162,6,78.35,Rotated,3,1,2,35.17,64.83,Poor
Factory,420.37,57.46,1.94,28.16,Cotton,258,10,75.34,Staggered,216,2,325,34.37,65.63,Poor
Tailor,1.69,57.73,1.71,27.42,Denim,127,8,77.31,Grid,0,2,0,38.0,62.0,Poor
Tailor,6.28,63.23,1.11,13.41,Polyester,155,9,85.05,Grid,5,4,17,22.4,77.6,Moderate
Factory,201.96,38.76,0.88,10.73,Denim,133,8,83.4,Rotated,229,3,572,21.2,78.8,Moderate
Tailor,8.0,48.15,1.24,17.91,Silk,290,0,82.98,Grid,6,2,9,25.22,74.78,Moderate
Tailor,9.45,69.98,1.81,11.11,Polyester,192,6,79.95,Rotated,5,6,23,23.97,76.03,Moderate
Tailor,4.48,60.66,0.61,28.81,Polyester,125,2,89.19,Staggered,7,2,12,16.68,83.32,Good
Factory,279.08,42.6,1.36,19.71,Silk,208,8,86.1,Grid,205,2,353,23.17,76.83,Moderate
Factory,180.68,70.67,0.67,16.08,Cotton,235,7,89.51,Staggered,269,4,963,15.07,84.93,Good
Tailor,4.67,43.63,1.47,22.29,Cotton,113,1,86.68,Staggered,3,1,2,23.92,76.08,Moderate
Tailor,5.57,71.75,1.37,11.3,Denim,173,9,74.54,Grid,4,6,17,35.85,64.15,Poor
Factory,312.3,41.96,1.63,24.12,Silk,296,9,84.32,Staggered,191,1,161,30.69,69.31,Poor
Factory,90.34,54.8,0.72,25.67,Silk,263,9,76.21,Staggered,125,2,190,30.29,69.71,Poor
Factory,306.27,64.52,1.79,29.07,Polyester,127,2,90.98,Grid,171,2,311,11.74,88.26,Good
Factory,231.9,56.15,1.91,18.16,Cotton,242,7,73.88,Rotated,121,3,268,32.22,67.78,Poor
Tailor,6.78,42.26,0.82,21.23,Polyester,233,9,75.51,Rotated,8,1,6,36.63,63.37,Poor
Tailor,9.09,54.73,1.49,21.22,Cotton,172,0,92.43,Staggered,6,2,11,11.43,88.57,Good
Tailor,9.12,56.39,1.15,10.6,Polyester,203,9,89.08,Rotated,7,5,31,19.68,80.32,Good
Factory,92.07,55.82,1.36,16.89,Cotton,155,0,84.04,Staggered,67,3,168,19.91,80.09,Good
Tailor,7.9,65.06,0.97,16.74,Cotton,164,3,89.43,Staggered,8,3,21,16.47,83.53,Good
Factory,432.39,45.79,1.85,27.09,Polyester,222,3,70.02,Rotated,233,1,163,36.83,63.17,Poor
Factory,458.3,50.01,2.0,12.34,Silk,228,3,71.88,Rotated,229,4,658,33.76,66.24,Poor
Tailor,1.43,38.38,1.29,22.24,Denim,120,4,85.75,Grid,1,1,0,27.54,72.46,Moderate
Factory,233.51,42.38,1.44,13.92,Silk,264,6,85.67,Grid,162,3,416,21.81,78.19,Moderate
Factory,171.55,68.25,1.16,21.98,Silk,141,0,87.86,Staggered,147,3,387,14.7,85.3,Good
Factory,352.13,57.47,1.02,21.11,Cotton,290,7,88.12,Staggered,345,2,608,22.98,77.02,Moderate
Tailor,6.09,69.57,0.6,25.55,Cotton,201,8,86.87,Staggered,10,2,17,20.19,79.81,Moderate
Tailor,5.08,39.21,0.7,28.63,Denim,283,2,75.07,Staggered,7,1,5,32.48,67.52,Poor
Tailor,5.18,43.38,1.99,28.15,Cotton,120,9,74.08,Staggered,2,1,1,38.0,62.0,Poor
Tailor,8.43,71.26,0.98,19.35,Denim,196,1,74.76,Staggered,8,3,17,29.61,70.39,Moderate
Factory,188.19,57.33,1.59,13.37,Denim,112,2,91.6,Staggered,118,4,432,11.72,88.28,Good
Tailor,4.88,46.25,0.58,19.03,Denim,126,6,81.76,Grid,8,2,13,33.2,66.8,Poor
Factory,350.27,42.13,0.78,10.28,Polyester,263,1,91.95,Rotated,449,4,1651,9.84,90.16,Excellent
Tailor,3.35,69.5,1.13,21.45,Denim,288,7,89.61,Rotated,2,3,5,23.55,76.45,Moderate
Factory,439.96,44.34,1.73,14.86,Cotton,231,2,83.59,Staggered,254,2,424,24.04,75.96,Moderate
Factory,481.9,36.83,1.68,21.77,Silk,203,10,93.18,Grid,286,1,266,20.79,79.21,Moderate
Factory,437.41,53.87,1.85,20.37,Polyester,103,5,89.11,Staggered,236,2,420,19.45,80.55,Good
Tailor,2.62,58.65,0.99,13.18,Silk,273,10,79.15,Staggered,2,4,6,37.46,62.54,Poor
Tailor,7.18,50.58,0.73,11.46,Polyester,118,9,73.47,Rotated,9,4,26,34.05,65.95,Poor
Tailor,6.02,55.23,1.52,14.7,Denim,300,8,91.7,Grid,3,3,8,24.42,75.58,Moderate
Factory,409.27,70.25,1.54,14.6,Silk,284,9,87.92,Staggered,265,4,931,22.17,77.83,Moderate
Tailor,3.68,57.8,1.77,22.19,Cotton,265,1,77.09,Staggered,2,2,3,32.19,67.81,Poor
Tailor,7.26,51.89,1.04,13.58,Silk,214,6,81.94,Rotated,6,3,14,28.96,71.04,Moderate
Tailor,9.41,52.27,1.07,11.56,Cotton,284,10,86.59,Staggered,8,4,27,25.69,74.31,Moderate
Factory,293.89,66.85,1.36,18.73,Silk,283,2,90.93,Grid,216,3,589,18.28,81.72,Good
Factory,497.39,37.37,1.46,16.37,Cotton,202,10,74.66,Rotated,340,2,507,34.71,65.29,Poor
Factory,447.36,59.89,1.8,25.11,Silk,197,9,78.3,Staggered,248,2,388,30.27,69.73,Poor
Tailor,2.51,68.39,0.76,24.93,Denim,168,4,74.56,Rotated,3,2,4,36.76,63.24,Poor
Tailor,2.26,65.75,1.42,13.71,Polyester,262,2,87.09,Rotated,1,4,3,22.86,77.14,Moderate
Factory,423.64,44.0,1.91,20.92,Cotton,187,6,74.11,Grid,221,2,327,35.86,64.14,Poor
Tailor,5.8,48.16,1.98,19.67,Denim,199,2,94.22,Grid,2,2,3,15.45,84.55,Good
Tailor,4.09,57.89,1.53,12.04,Cotton,243,6,79.23,Grid,2,4,6,34.28,65.72,Poor
Factory,480.32,70.18,1.34,10.31,Denim,293,7,89.33,Staggered,358,6,1918,19.99,80.01,Good
Tailor,3.76,58.43,1.82,27.88,Cotton,128,7,84.98,Grid,2,2,3,22.4,77.6,Moderate
Factory,311.89,45.69,0.56,26.77,Polyester,200,4,72.21,Staggered,556,1,401,35.03,64.97,Poor
Factory,141.03,43.8,0.76,22.39,Polyester,207,7,88.2,Rotated,185,1,163,23.76,76.24,Moderate
Factory,433.2,37.65,1.94,15.32,Polyester,278,10,90.06,Staggered,223,2,401,21.51,78.49,Moderate
Tailor,7.99,42.38,1.07,20.58,Cotton,278,9,83.09,Rotated,7,2,11,23.41,76.59,Moderate
Tailor,7.82,36.24,1.04,14.7,Denim,202,2,92.25,Staggered,7,2,12,15.46,84.54,Good
Factory,237.24,70.4,1.8,21.67,Silk,293,7,83.47,Staggered,131,3,328,25.79,74.21,Moderate
Factory,367.75,54.37,1.97,27.86,Denim,238,10,78.49,Rotated,186,1,145,35.86,64.14,Poor
Factory,404.42,66.3,0.93,20.04,Denim,257,1,94.19,Rotated,434,3,1226,10.78,89.22,Good
Tailor,9.39,36.23,0.56,13.12,Denim,195,10,75.74,Rotated,16,2,24,35.48,64.52,Poor
Tailor,2.18,67.59,1.82,26.54,Denim,181,1,75.21,Staggered,1,2,1,31.77,68.23,Poor
Tailor,6.7,51.32,1.61,23.64,Denim,177,4,91.28,Rotated,4,2,7,15.96,84.04,Good
Factory,114.83,70.67,1.54,28.73,Silk,214,10,89.72,Rotated,74,2,132,22.16,77.84,Moderate
Tailor,7.72,40.67,1.77,29.7,Polyester,194,4,75.23,Grid,4,1,3,33.6,66.4,Poor
Tailor,7.37,65.08,0.66,12.67,Cotton,132,3,85.16,Rotated,11,5,46,19.01,80.99,Good
Tailor,1.53,62.58,1.83,20.39,Silk,167,7,74.0,Rotated,0,3,0,38.0,62.0,Poor
Tailor,7.9,50.54,1.56,23.3,Polyester,146,5,82.0,Staggered,5,2,8,24.37,75.63,Moderate
Factory,267.73,49.64,1.79,28.84,Denim,136,9,72.26,Rotated,149,1,107,38.0,62.0,Poor
Tailor,7.57,50.13,1.32,13.63,Silk,130,10,81.72,Grid,5,3,12,29.55,70.45,Moderate
Factory,404.25,62.22,1.89,23.11,Polyester,107,5,74.54,Grid,213,2,317,34.84,65.16,Poor
Tailor,7.67,67.74,1.93,24.66,Denim,268,9,71.88,Staggered,3,2,4,38.0,62.0,Poor
Tailor,9.07,47.7,1.05,29.28,Polyester,181,8,93.49,Staggered,8,1,7,17.87,82.13,Good
Factory,381.7,67.77,0.83,26.16,Denim,163,0,84.28,Staggered,459,2,773,22.49,77.51,Moderate
Factory,325.05,62.1,0.77,18.94,Silk,100,2,84.28,Staggered,422,3,1066,20.14,79.86,Moderate
Tailor,7.0,57.45,1.64,28.21,Cotton,154,7,87.7,Staggered,4,2,7,19.6,80.4,Good
Tailor,2.18,37.01,1.51,29.44,Polyester,193,6,88.23,Rotated,1,1,0,26.11,73.89,Moderate
Tailor,1.34,37.6,1.64,19.78,Silk,232,8,82.65,Rotated,0,1,0,34.91,65.09,Poor
Factory,350.31,48.87,0.86,20.7,Cotton,292,0,75.05,Staggered,407,2,610,27.97,72.03,Moderate
Factory,340.43,65.33,1.78,21.48,Cotton,217,1,78.67,Grid,191,3,450,24.18,75.82,Moderate
Tailor,1.21,41.37,1.37,25.58,Denim,269,0,72.31,Grid,0,1,0,38.0,62.0,Poor
Tailor,1.51,65.64,1.87,21.53,Silk,121,3,87.17,Staggered,0,3,0,30.57,69.43,Poor
Tailor,4.58,58.8,1.6,12.31,Polyester,130,10,93.1,Staggered,2,4,7,20.65,79.35,Moderate
Tailor,1.48,57.81,1.62,11.78,Cotton,197,6,72.61,Grid,0,4,0,38.0,62.0,Poor
Tailor,5.02,62.03,1.49,28.51,Silk,163,3,93.14,Rotated,3,2,5,12.4,87.6,Good
Tailor,4.88,48.14,1.3,23.21,Silk,266,10,90.28,Rotated,3,2,5,23.56,76.44,Moderate
Factory,129.26,39.24,0.53,21.17,Silk,260,8,73.52,Staggered,243,1,178,38.0,62.0,Poor
Factory,491.89,41.4,0.93,12.58,Polyester,279,5,94.86,Staggered,528,3,1502,13.3,86.7,Good
Tailor,8.29,62.5,0.5,28.61,Denim,132,9,82.41,Grid,16,2,26,26.67,73.33,Moderate
Factory,103.39,45.92,1.14,17.18,Denim,238,5,79.68,Grid,90,2,143,27.73,72.27,Moderate
Tailor,8.99,64.03,0.54,29.8,Cotton,208,1,79.05,Grid,16,2,25,25.41,74.59,Moderate
Factory,77.14,57.57,0.59,24.38,Cotton,210,6,91.55,Grid,130,2,238,14.74,85.26,Good
Factory,288.97,70.03,0.66,16.39,Polyester,275,10,86.05,Grid,437,4,1504,26.8,73.2,Moderate
Tailor,3.25,40.49,1.42,28.16,Silk,227,9,92.86,Rotated,2,1,1,22.5,77.5,Moderate
Factory,330.31,49.35,1.39,25.57,Denim,195,4,80.63,Grid,237,1,191,31.14,68.86,Poor
Tailor,2.23,65.16,1.19,10.05,Cotton,242,0,89.23,Rotated,1,6,5,21.11,78.89,Moderate
Factory,299.23,39.61,1.1,25.27,Cotton,225,2,80.6,Grid,272,1,219,28.53,71.47,Moderate
Factory,251.49,41.33,0.55,24.4,Denim,280,0,81.59,Grid,457,1,372,27.05,72.95,Moderate
Tailor,3.22,52.63,0.84,11.59,Cotton,173,5,94.25,Staggered,3,4,11,14.5,85.5,Good
Factory,128.74,61.35,0.54,21.3,Polyester,189,8,91.49,Rotated,238,2,435,17.92,82.08,Good
Factory,318.27,53.86,0.81,21.23,Denim,150,10,90.09,Grid,392,2,706,20.07,79.93,Moderate
Factory,464.89,66.18,1.83,18.74,Polyester,120,5,84.63,Rotated,254,3,644,19.61,80.39,Good
Factory,58.54,38.07,0.9,18.3,Cotton,179,5,85.67,Grid,65,2,111,21.72,78.28,Moderate
Tailor,5.02,53.48,1.2,28.28,Cotton,105,10,76.57,Grid,4,1,3,38.0,62.0,Poor
Tailor,8.38,56.27,1.55,24.15,Denim,246,0,77.88,Rotated,5,2,7,26.21,73.79,Moderate
Tailor,1.38,57.98,1.25,26.16,Denim,265,9,90.54,Staggered,1,2,1,23.58,76.42,Moderate
Factory,337.5,59.33,0.8,21.81,Cotton,206,6,85.07,Rotated,421,2,716,24.24,75.76,Moderate
Factory,479.95,41.34,1.23,29.05,Silk,222,9,76.65,Grid,390,1,298,37.52,62.48,Poor
Factory,132.36,62.53,1.95,23.39,Denim,249,9,92.8,Rotated,67,2,124,20.01,79.99,Moderate
Factory,124.31,51.51,1.98,23.21,Cotton,154,7,71.27,Staggered,62,2,88,37.12,62.88,Poor
Tailor,1.95,50.79,1.76,23.22,Cotton,261,10,85.69,Grid,1,2,1,27.79,72.21,Moderate
Tailor,3.12,60.64,1.63,21.43,Silk,137,1,72.09,Staggered,1,2,1,38.0,62.0,Poor
Factory,467.51,54.3,1.72,27.03,Silk,166,4,83.38,Grid,271,2,451,23.07,76.93,Moderate
Factory,284.88,62.55,0.85,29.66,Denim,212,0,83.48,Grid,335,2,559,20.81,79.19,Moderate
Tailor,4.77,47.53,1.5,26.58,Polyester,148,6,84.09,Staggered,3,1,2,29.16,70.84,Moderate
Tailor,9.41,54.39,1.25,26.34,Denim,142,9,86.76,Rotated,7,2,12,22.1,77.9,Moderate
Factory,310.37,71.97,1.9,19.54,Cotton,168,0,84.72,Grid,163,3,414,17.73,82.27,Good
Tailor,8.11,51.25,1.03,10.88,Polyester,145,7,77.1,Rotated,7,4,21,30.46,69.54,Poor
Factory,209.32,64.05,1.19,25.96,Silk,146,4,86.0,Rotated,175,2,301,20.95,79.05,Moderate
Factory,425.79,49.55,1.32,24.41,Silk,106,4,81.33,Staggered,322,2,523,22.81,77.19,Moderate
Tailor,6.05,39.68,0.71,29.62,Denim,248,3,90.64,Staggered,8,1,7,17.9,82.1,Good
Tailor,5.52,56.66,1.68,14.44,Silk,236,8,75.7,Grid,3,3,6,38.0,62.0,Poor
Factory,227.83,41.45,1.98,20.54,Cotton,208,0,85.58,Grid,115,2,196,16.05,83.95,Good
Tailor,6.28,63.24,1.59,17.15,Polyester,152,6,72.7,Grid,3,3,6,35.84,64.16,Poor
Tailor,4.08,71.32,0.57,15.09,Cotton,202,5,89.49,Rotated,7,4,25,18.5,81.5,Good
Factory,387.71,53.84,0.89,22.33,Silk,181,10,70.79,Grid,435,2,615,38.0,62.0,Poor
Factory,230.93,38.27,1.63,19.68,Cotton,297,8,73.17,Staggered,141,1,103,38.0,62.0,Poor
Tailor,5.92,70.43,1.59,27.33,Silk,241,2,72.42,Grid,3,2,4,36.54,63.46,Poor
Tailor,8.09,66.23,1.43,28.38,Silk,167,8,80.55,Rotated,5,2,8,30.08,69.92,Poor
Tailor,7.29,56.94,1.54,20.99,Denim,229,6,84.18,Rotated,4,2,6,25.16,74.84,Moderate
Factory,314.76,71.24,1.71,10.99,Cotton,257,2,88.06,Rotated,184,6,972,16.78,83.22,Good
Factory,497.61,44.87,1.89,27.78,Cotton,189,1,71.76,Grid,263,1,188,35.98,64.02,Poor
Tailor,8.49,55.36,1.66,26.15,Polyester,207,5,76.21,Rotated,5,2,7,28.74,71.26,Moderate
Factory,197.44,57.58,1.07,10.15,Cotton,252,10,86.28,Staggered,184,5,793,22.74,77.26,Moderate
Factory,130.52,46.56,1.06,17.5,Denim,289,8,85.33,Staggered,123,2,209,24.4,75.6,Moderate
Factory,167.96,36.52,1.69,16.21,Silk,193,7,88.91,Staggered,99,2,176,19.4,80.6,Good
Factory,402.13,47.11,0.98,14.41,Cotton,208,2,76.06,Staggered,410,3,935,26.91,73.09,Moderate
Factory,402.48,66.75,0.78,18.37,Denim,113,1,79.91,Staggered,516,3,1237,26.64,73.36,Moderate
Tailor,1.08,69.55,1.14,27.11,Cotton,144,2,77.35,Staggered,0,2,0,36.05,63.95,Poor
